Sec,Ah,V,A,S,D,Deg,RPM,HW,Nm,ThI,ThO,Acc,Lim
100,0.0000,10,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
102,0.0000,21,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
104,0.0000,8,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
106,0.0000,19,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
108,0.0000,12,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
110,0.0000,12,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
112,0.0000,16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
114,0.0000,13,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
116,0.0000,19,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
118,0.0000,22,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
120,0.0000,26,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
122,0.0000,12,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
124,0.0000,14,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
126,0.0000,22,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
128,0.0000,20,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
130,0.0000,14,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
132,0.0000,18,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
134,0.0000,19,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
136,0.0000,14,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
138,0.0000,14,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
140,0.0000,13,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
142,0.0000,24,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
144,0.0000,20,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
146,0.0000,19,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
148,0.0000,10,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
150,0.0000,14,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
152,0.0000,16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
154,0.0000,21,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
156,0.0000,18,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
158,0.0000,20,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
160,0.0000,23,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
162,0.0000,16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
164,0.0000,23,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
166,0.0000,13,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
168,0.0000,23,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
170,0.0000,13,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
172,0.0000,23,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
174,0.0000,20,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
176,0.0000,9,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
178,0.0000,24,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
180,0.0000,15,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
182,0.0000,16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
184,0.0000,13,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
186,0.0000,14,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
188,0.0000,25,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
190,0.0000,13,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
192,0.0000,12,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
194,0.0000,11,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
196,0.0000,17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
198,0.0000,21,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
200,0.0000,16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
202,0.0000,21,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
204,0.0000,17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
206,0.0000,16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
208,0.0000,17,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
210,0.0000,20,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
212,0.0000,22,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
214,0.0000,13,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
216,0.0000,13,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
218,0.0000,13,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
220,0.0000,16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
222,0.0000,16,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
224,0.0000,18,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
226,0.0000,11,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
228,0.0000,14,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
